name,city,粉丝数,获赞总数
洋江化妆品店,宝鸡,27310,215513
SiHueee,徐州,6772,37879
认真少女_颜九,苏州,8590465,110139467
小颠儿Kini,沈阳,1958077,18334813
宵夜大哥,杭州,578145,5659150
-谢欣桐-,上海,812535,7734242
大C,北京,1102797,7289459
温仙女,成都,6079204,45565171
豆豆_Babe,北京市,9708380,94251201
涵涵的百宝屋,铁岭,84179,722390
罗甜甜,珠海,338298,896405
李濠pe7er,北京,418713,2242079
Pony朴惠敏,上海,6661555,26050717
李佳琦Austin,上海,43674736,281351693
