name,city,粉丝数,获赞总数
SiHueee,徐州,6778,37813
洋江化妆品店,宝鸡,27328,215544
宵夜大哥,杭州,572313,5615047
认真少女_颜九,苏州,8575670,110012933
-谢欣桐-,上海,784793,7628045
大C,北京,1100019,7271289
温仙女,成都,6083750,45494158
豆豆_Babe,北京市,9692590,94125162
小颠儿Kini,沈阳,1959083,18330873
涵涵的百宝屋,铁岭,84254,722458
罗甜甜,珠海,337824,893213
李濠pe7er,北京,416708,2185209
Pony朴惠敏,上海,6660174,26006160
李佳琦Austin,上海,43671020,281012541
