name,city,粉丝数,获赞总数
洋江化妆品店,宝鸡,27318,215528
SiHueee,徐州,6775,37857
小颠儿Kini,沈阳,1958389,18334189
宵夜大哥,杭州,575636,5641969
-谢欣桐-,上海,810102,7723310
大C,北京,1101998,7283061
温仙女,成都,6080707,45545389
认真少女_颜九,苏州,8587492,110106969
豆豆_Babe,北京市,9700417,94191452
李濠pe7er,北京,417174,2212804
Pony朴惠敏,上海,6661795,26043755
李佳琦Austin,上海,43674594,281247102
涵涵的百宝屋,铁岭,84195,722411
罗甜甜,珠海,338303,896259
