name,city,粉丝数,获赞总数
SiHueee,徐州,6776,37796
洋江化妆品店,宝鸡,27349,215589
认真少女_颜九,苏州,8556719,109873722
小颠儿Kini,沈阳,1960255,18326907
宵夜大哥,杭州,540884,5333022
-谢欣桐-,上海,776756,7587497
大C,北京,1092272,7245334
温仙女,成都,6087804,45263747
豆豆_Babe,北京市,9679954,93981266
涵涵的百宝屋,铁岭,84344,722520
罗甜甜,珠海,337861,893269
Pony朴惠敏,上海,6656974,25954948
李濠pe7er,北京,416806,2183496
李佳琦Austin,上海,43676775,280675639
