视频,过零点数量,色度频率,谱质心,谱宽度,谱滚降,过零率,梅尔频率倒谱系数
6-30,581,0.41423887,1254.8040183579988,1747.3137378276176,2645.3752527720344,0.04839794110730512,-1.6966844
7-16,1262,0.39123777,1559.570055697708,2188.391472873375,3324.9597867791294,0.055883753628447025,-7.29615
平均值,921.5,0.40273832,1407.1870370278534,1967.852605350496,2985.1675197755817,0.052140847367876074,-4.4964172
