name,city,粉丝数,获赞总数
叶儿茶叶店,,58186,526937
苏蕾,,234837,4091474
海鲜女孩冯美丽,盐城,207822,1616105
爱喝酒的徐博士,深圳,1750346,13016015
One💛美食,广州,6492457,41232310
陕西他大舅农业,西安,66936,1003646
米坦,凯里,2650656,26970602
小美吃吃吃,杭州市,2932011,31522809
吃饭啦-光小强,无锡,4348203,25878408
