name,city,粉丝数,获赞总数
汉尚华莲汉服,广州,2711348,30373216
郭十十呢,,66568,469788
安酒月穿搭日志,杭州,584283,2982689
Yuri睿哥,上海,1625525,12670701
猴夫人,广州,640045,3083350
九九的穿搭日记,,3030740,16174354
法儿家 店主日记,首尔,1895517,5453631
叁佰,杭州,1945192,6459407
犀利妈Ly媛媛,,1179432,16814549
胡楚靓,杭州,1922863,20700848
6度 6DUSHOP    娅兮,杭州,1462383,5850356
赵晓晓,济南,1004225,12625616
严满满服装工作室,广州,118511,299109
